source_id,source_type,target_id,target_type,relation,date,weight
TECH-0153,technician,3760,installation,MAINTAINS,2025/10/09,8.0
TECH-0153,technician,4349,installation,MAINTAINS,11-06-2024,3.0
TECH-0153,technician,247,installation,MAINTAINS,2024-01-07,2.0
TECH-0153,technician,4455,installation,MAINTAINS,19-05-2025,10.0
TECH-0153,technician,3015,installation,MAINTAINS,17-10-2025,12.0
TECH-0153,technician,1462,installation,MAINTAINS,16-12-2024,8.0
TECH-0153,technician,3894,installation,MAINTAINS,2024/11/20,2.0
TECH-0153,technician,3038,installation,MAINTAINS,2024-08-12,10.0
TECH-0153,technician,4242,installation,MAINTAINS,08/12/2024,6.0
TECH-0154,technician,1171,installation,MAINTAINS,14-01-2025,1.0
TECH-0154,technician,20,installation,MAINTAINS,2024/12/19,3.0
TECH-0154,technician,4461,installation,MAINTAINS,2024/11/04,4.0
TECH-0154,technician,2842,installation,MAINTAINS,2025-02-11,6.0
TECH-0154,technician,810,installation,MAINTAINS,2024/06/03,7.0
TECH-0154,technician,3643,installation,MAINTAINS,04-02-2025,7.0
TECH-0154,technician,446,installation,MAINTAINS,2025/09/19,10.0
TECH-0154,technician,3875,installation,MAINTAINS,26-09-2024,4.0
TECH-0154,technician,3425,installation,MAINTAINS,2024-02-24,5.0
TECH-0154,technician,1327,installation,MAINTAINS,14/02/2025,10.0
TECH-0154,technician,2607,installation,MAINTAINS,2025/07/10,4.0
TECH-0154,technician,897,installation,MAINTAINS,24-03-2024,8.0
TECH-0154,technician,4268,installation,MAINTAINS,2025-07-17,10.0
TECH-0154,technician,73,installation,MAINTAINS,12/11/2024,2.0
TECH-0154,technician,2060,installation,MAINTAINS,2024/06/07,9.0
TECH-0154,technician,766,installation,MAINTAINS,2025/02/13,8.0
TECH-0154,technician,2780,installation,MAINTAINS,23/09/2024,10.0
TECH-0154,technician,1485,installation,MAINTAINS,17/10/2025,6.0
TECH-0154,technician,751,installation,MAINTAINS,22-11-2025,4.0
TECH-0154,technician,485,installation,MAINTAINS,2024/08/09,3.0
TECH-0154,technician,3948,installation,MAINTAINS,03-02-2024,2.0
TECH-0154,technician,4367,installation,MAINTAINS,29-03-2024,3.0
TECH-0154,technician,150,installation,MAINTAINS,22/03/2025,4.0
TECH-0154,technician,417,installation,MAINTAINS,12/05/2025,3.0
TECH-0154,technician,3438,installation,MAINTAINS,2025/12/01,2.0
TECH-0154,technician,853,installation,MAINTAINS,13/10/2025,7.0
TECH-0154,technician,2884,installation,MAINTAINS,27/09/2025,8.0
TECH-0154,technician,3651,installation,MAINTAINS,26/11/2025,12.0
TECH-0155,technician,3128,installation,MAINTAINS,18/11/2025,12.0
TECH-0155,technician,1252,installation,MAINTAINS,01-07-2025,11.0
TECH-0155,technician,4419,installation,MAINTAINS,2025/03/06,6.0
TECH-0155,technician,1412,installation,MAINTAINS,2025/12/16,5.0
TECH-0155,technician,1815,installation,MAINTAINS,2025/10/27,8.0
TECH-0155,technician,397,installation,MAINTAINS,2024-03-02,5.0
TECH-0155,technician,1933,installation,MAINTAINS,2024/03/29,11.0
TECH-0155,technician,4467,installation,MAINTAINS,08-01-2024,11.0
TECH-0155,technician,1201,installation,MAINTAINS,17/06/2025,3.0
TECH-0155,technician,2881,installation,MAINTAINS,30-12-2024,5.0
TECH-0155,technician,129,installation,MAINTAINS,2025/09/13,3.0
TECH-0155,technician,1269,installation,MAINTAINS,14/10/2024,6.0
TECH-0155,technician,4120,installation,MAINTAINS,2024/06/08,11.0
TECH-0155,technician,484,installation,MAINTAINS,27/08/2025,5.0
TECH-0155,technician,2270,installation,MAINTAINS,2024/08/28,5.0
TECH-0155,technician,1330,installation,MAINTAINS,2024/08/18,10.0
TECH-0155,technician,2765,installation,MAINTAINS,25/05/2025,5.0
TECH-0155,technician,2391,installation,MAINTAINS,2025/07/10,8.0
TECH-0155,technician,2466,installation,MAINTAINS,2025-05-20,5.0
TECH-0155,technician,4380,installation,MAINTAINS,04-12-2024,4.0
TECH-0155,technician,3943,installation,MAINTAINS,2024/10/07,7.0
TECH-0155,technician,884,installation,MAINTAINS,2024/08/25,5.0
TECH-0155,technician,4730,installation,MAINTAINS,2025/04/12,3.0
TECH-0155,technician,1981,installation,MAINTAINS,11-03-2024,4.0
TECH-0155,technician,3179,installation,MAINTAINS,2024/11/13,1.0
TECH-0155,technician,2740,installation,MAINTAINS,2024-02-18,12.0
TECH-0155,technician,794,installation,MAINTAINS,2024-04-02,11.0
TECH-0156,technician,2697,installation,MAINTAINS,19/03/2025,9.0
TECH-0156,technician,3315,installation,MAINTAINS,14-01-2025,9.0
TECH-0156,technician,2346,installation,MAINTAINS,26-07-2025,1.0
TECH-0156,technician,389,installation,MAINTAINS,10/09/2024,7.0
TECH-0156,technician,939,installation,MAINTAINS,19-11-2025,9.0
TECH-0156,technician,4343,installation,MAINTAINS,2024-03-13,1.0
TECH-0156,technician,1339,installation,MAINTAINS,24/09/2024,7.0
TECH-0156,technician,1241,installation,MAINTAINS,2025-11-23,12.0
TECH-0156,technician,2770,installation,MAINTAINS,16/03/2025,2.0
TECH-0156,technician,945,installation,MAINTAINS,15-10-2024,4.0
TECH-0156,technician,3650,installation,MAINTAINS,2025-12-13,5.0
TECH-0156,technician,3463,installation,MAINTAINS,2024/05/15,8.0
TECH-0156,technician,2641,installation,MAINTAINS,01/10/2024,6.0
TECH-0156,technician,4346,installation,MAINTAINS,02-02-2025,7.0
TECH-0156,technician,4002,installation,MAINTAINS,07/07/2025,4.0
TECH-0156,technician,2627,installation,MAINTAINS,2024/09/30,10.0
TECH-0156,technician,4769,installation,MAINTAINS,2024-02-11,3.0
TECH-0156,technician,1568,installation,MAINTAINS,2025-04-14,8.0
TECH-0156,technician,2147,installation,MAINTAINS,2024-04-22,11.0
TECH-0156,technician,572,installation,MAINTAINS,03/08/2025,3.0
TECH-0156,technician,1557,installation,MAINTAINS,02-12-2025,12.0
TECH-0156,technician,2886,installation,MAINTAINS,12/01/2024,4.0
TECH-0156,technician,2607,installation,MAINTAINS,2025-04-02,5.0
TECH-0156,technician,2753,installation,MAINTAINS,2024/01/16,3.0
TECH-0156,technician,2441,installation,MAINTAINS,10-12-2025,1.0
TECH-0156,technician,702,installation,MAINTAINS,03/12/2025,3.0
TECH-0156,technician,1538,installation,MAINTAINS,27/04/2025,8.0
TECH-0156,technician,738,installation,MAINTAINS,2024/04/17,3.0
TECH-0156,technician,3410,installation,MAINTAINS,2025-07-19,1.0
TECH-0156,technician,132,installation,MAINTAINS,24/04/2024,10.0
TECH-0157,technician,51,installation,MAINTAINS,2025/01/18,7.0
TECH-0157,technician,1287,installation,MAINTAINS,14-01-2025,4.0
TECH-0157,technician,506,installation,MAINTAINS,13/08/2024,8.0
TECH-0157,technician,898,installation,MAINTAINS,18/12/2025,7.0
TECH-0157,technician,2050,installation,MAINTAINS,05/02/2024,3.0
TECH-0157,technician,2387,installation,MAINTAINS,2025/11/24,2.0
TECH-0157,technician,3160,installation,MAINTAINS,09/11/2024,10.0
TECH-0157,technician,2734,installation,MAINTAINS,2024/01/30,1.0
TECH-0157,technician,2383,installation,MAINTAINS,15/01/2024,8.0
TECH-0157,technician,3194,installation,MAINTAINS,2025/05/09,9.0
TECH-0157,technician,1530,installation,MAINTAINS,2025-09-23,5.0
TECH-0157,technician,2266,installation,MAINTAINS,2024-06-22,11.0
TECH-0157,technician,58,installation,MAINTAINS,2024-03-25,12.0
TECH-0157,technician,1640,installation,MAINTAINS,16/12/2025,8.0
TECH-0157,technician,279,installation,MAINTAINS,2025/04/19,11.0
TECH-0157,technician,1020,installation,MAINTAINS,05/01/2024,1.0
TECH-0157,technician,762,installation,MAINTAINS,17-08-2025,3.0
TECH-0157,technician,2595,installation,MAINTAINS,2025-07-20,12.0
TECH-0157,technician,4748,installation,MAINTAINS,19/06/2024,5.0
TECH-0157,technician,214,installation,MAINTAINS,2024/10/05,9.0
TECH-0157,technician,3293,installation,MAINTAINS,24-06-2024,8.0
TECH-0158,technician,814,installation,MAINTAINS,23-12-2025,8.0
TECH-0158,technician,3997,installation,MAINTAINS,2025-10-01,12.0
TECH-0158,technician,3574,installation,MAINTAINS,2024/06/22,11.0
TECH-0158,technician,2668,installation,MAINTAINS,17-06-2024,4.0
TECH-0158,technician,4306,installation,MAINTAINS,2025-07-02,1.0
TECH-0158,technician,1946,installation,MAINTAINS,2025/09/03,9.0
TECH-0158,technician,2992,installation,MAINTAINS,2024/10/17,9.0
TECH-0158,technician,1181,installation,MAINTAINS,06-10-2024,1.0
TECH-0158,technician,4700,installation,MAINTAINS,2025-02-18,1.0
TECH-0158,technician,1226,installation,MAINTAINS,14-12-2024,4.0
TECH-0158,technician,2940,installation,MAINTAINS,2025-09-03,6.0
TECH-0158,technician,2510,installation,MAINTAINS,27-02-2025,3.0
TECH-0158,technician,2751,installation,MAINTAINS,25/06/2024,4.0
TECH-0158,technician,2711,installation,MAINTAINS,06/12/2025,12.0
TECH-0158,technician,2759,installation,MAINTAINS,2025-08-17,12.0
TECH-0158,technician,783,installation,MAINTAINS,2025-09-22,11.0
TECH-0158,technician,3423,installation,MAINTAINS,2025-08-03,12.0
TECH-0158,technician,3804,installation,MAINTAINS,06/09/2024,1.0
TECH-0158,technician,2464,installation,MAINTAINS,2025-02-15,11.0
TECH-0158,technician,4406,installation,MAINTAINS,02/01/2024,1.0
TECH-0158,technician,2334,installation,MAINTAINS,2024/08/02,3.0
TECH-0158,technician,1435,installation,MAINTAINS,26-02-2024,4.0
TECH-0158,technician,4417,installation,MAINTAINS,2025/02/06,6.0
TECH-0158,technician,2160,installation,MAINTAINS,02/04/2024,3.0
TECH-0158,technician,4078,installation,MAINTAINS,06-05-2025,3.0
TECH-0159,technician,1357,installation,MAINTAINS,2024-12-12,7.0
TECH-0159,technician,3074,installation,MAINTAINS,16/10/2025,4.0
TECH-0159,technician,261,installation,MAINTAINS,2024-02-12,6.0
TECH-0159,technician,2021,installation,MAINTAINS,30-12-2025,3.0
TECH-0159,technician,3733,installation,MAINTAINS,22/04/2024,4.0
TECH-0159,technician,1742,installation,MAINTAINS,2024-03-24,10.0
TECH-0159,technician,3757,installation,MAINTAINS,21-04-2024,7.0
TECH-0159,technician,3691,installation,MAINTAINS,2025-07-31,10.0
TECH-0159,technician,2773,installation,MAINTAINS,29-10-2024,2.0
TECH-0159,technician,1670,installation,MAINTAINS,08/03/2024,12.0
TECH-0159,technician,2791,installation,MAINTAINS,28-05-2024,10.0
TECH-0159,technician,216,installation,MAINTAINS,01/02/2024,5.0
TECH-0159,technician,2127,installation,MAINTAINS,2025/01/25,10.0
TECH-0159,technician,212,installation,MAINTAINS,2024-07-15,10.0
TECH-0159,technician,3946,installation,MAINTAINS,2025/10/17,6.0
TECH-0159,technician,2740,installation,MAINTAINS,09-03-2024,7.0
TECH-0159,technician,3939,installation,MAINTAINS,2024-06-03,10.0
TECH-0159,technician,4746,installation,MAINTAINS,2025-01-22,8.0
TECH-0159,technician,11,installation,MAINTAINS,2025/01/31,8.0
TECH-0159,technician,3892,installation,MAINTAINS,2025-09-02,3.0
TECH-0159,technician,1429,installation,MAINTAINS,04-08-2024,5.0
TECH-0159,technician,4656,installation,MAINTAINS,08-10-2024,4.0
TECH-0159,technician,2241,installation,MAINTAINS,19/05/2025,7.0
TECH-0159,technician,3313,installation,MAINTAINS,2025-12-16,3.0
TECH-0159,technician,1932,installation,MAINTAINS,2025/05/25,3.0
TECH-0159,technician,528,installation,MAINTAINS,2024-11-27,1.0
TECH-0159,technician,3088,installation,MAINTAINS,07-03-2025,11.0
TECH-0159,technician,1131,installation,MAINTAINS,17-03-2025,7.0
TECH-0159,technician,4169,installation,MAINTAINS,12-05-2025,10.0
TECH-0159,technician,4087,installation,MAINTAINS,22-12-2024,12.0
TECH-0159,technician,449,installation,MAINTAINS,2025-09-20,3.0
TECH-0159,technician,1777,installation,MAINTAINS,2024-02-01,4.0
TECH-0159,technician,1874,installation,MAINTAINS,2024/04/17,12.0
TECH-0159,technician,2913,installation,MAINTAINS,2024/01/22,8.0
TECH-0159,technician,2626,installation,MAINTAINS,27-08-2025,12.0
TECH-0160,technician,2098,installation,MAINTAINS,21/03/2025,2.0
TECH-0160,technician,1662,installation,MAINTAINS,20/09/2025,11.0
TECH-0160,technician,726,installation,MAINTAINS,2025-04-22,8.0
TECH-0160,technician,2371,installation,MAINTAINS,2025-08-08,3.0
TECH-0160,technician,832,installation,MAINTAINS,11/09/2025,3.0
TECH-0160,technician,2889,installation,MAINTAINS,2025/06/08,8.0
TECH-0160,technician,4643,installation,MAINTAINS,26/11/2024,4.0
TECH-0160,technician,1282,installation,MAINTAINS,2024-11-19,7.0
TECH-0160,technician,4437,installation,MAINTAINS,01/02/2025,5.0
TECH-0160,technician,2368,installation,MAINTAINS,2025-05-06,8.0
TECH-0160,technician,3090,installation,MAINTAINS,2025-09-10,11.0
TECH-0160,technician,4252,installation,MAINTAINS,2025/02/28,3.0
TECH-0160,technician,4732,installation,MAINTAINS,2025-06-03,2.0
TECH-0160,technician,3775,installation,MAINTAINS,01/09/2025,9.0
TECH-0160,technician,242,installation,MAINTAINS,2024-11-11,5.0
TECH-0160,technician,1999,installation,MAINTAINS,09/04/2025,8.0
TECH-0160,technician,1216,installation,MAINTAINS,2025/02/24,7.0
TECH-0160,technician,1682,installation,MAINTAINS,28-04-2025,9.0
TECH-0160,technician,2701,installation,MAINTAINS,09-05-2024,9.0
TECH-0161,technician,2265,installation,MAINTAINS,21/06/2024,2.0
TECH-0161,technician,4145,installation,MAINTAINS,2024/12/11,8.0
TECH-0161,technician,3226,installation,MAINTAINS,26/02/2025,9.0
TECH-0161,technician,2014,installation,MAINTAINS,08/01/2024,2.0
TECH-0161,technician,4587,installation,MAINTAINS,2024-10-31,7.0
TECH-0161,technician,1835,installation,MAINTAINS,05/02/2024,9.0
TECH-0161,technician,1640,installation,MAINTAINS,09-02-2024,4.0
TECH-0161,technician,4375,installation,MAINTAINS,07/08/2024,5.0
TECH-0161,technician,3498,installation,MAINTAINS,2024-08-24,11.0
TECH-0161,technician,4130,installation,MAINTAINS,02/12/2024,6.0
TECH-0161,technician,3844,installation,MAINTAINS,18/09/2024,1.0
TECH-0161,technician,3398,installation,MAINTAINS,12/12/2024,1.0
TECH-0161,technician,3626,installation,MAINTAINS,2024/05/30,4.0
TECH-0161,technician,1744,installation,MAINTAINS,2025-07-24,12.0
TECH-0161,technician,218,installation,MAINTAINS,2025-01-05,6.0
TECH-0161,technician,1484,installation,MAINTAINS,22-06-2024,11.0
TECH-0161,technician,1230,installation,MAINTAINS,2024/02/05,9.0
TECH-0161,technician,287,installation,MAINTAINS,10-07-2025,3.0
TECH-0161,technician,1402,installation,MAINTAINS,13-06-2024,9.0
TECH-0161,technician,1306,installation,MAINTAINS,2024/10/05,4.0
TECH-0161,technician,1970,installation,MAINTAINS,21/12/2024,2.0
TECH-0161,technician,4074,installation,MAINTAINS,29/06/2024,2.0
TECH-0161,technician,3033,installation,MAINTAINS,2025-09-13,3.0
TECH-0161,technician,2962,installation,MAINTAINS,2025/11/23,10.0
TECH-0161,technician,3418,installation,MAINTAINS,25-08-2025,11.0
TECH-0161,technician,3701,installation,MAINTAINS,23-05-2024,10.0
TECH-0161,technician,441,installation,MAINTAINS,02-11-2025,12.0
TECH-0161,technician,3407,installation,MAINTAINS,2024-10-01,4.0
TECH-0161,technician,546,installation,MAINTAINS,2024-02-20,9.0
TECH-0162,technician,2782,installation,MAINTAINS,2024/09/27,1.0
TECH-0162,technician,3293,installation,MAINTAINS,05/08/2025,4.0
TECH-0162,technician,381,installation,MAINTAINS,2025/02/08,2.0
TECH-0162,technician,2832,installation,MAINTAINS,2024-07-15,9.0
TECH-0162,technician,1646,installation,MAINTAINS,26-07-2024,6.0
TECH-0162,technician,815,installation,MAINTAINS,02/03/2024,3.0
TECH-0162,technician,2520,installation,MAINTAINS,2025/12/02,2.0
TECH-0162,technician,877,installation,MAINTAINS,19-10-2025,6.0
TECH-0162,technician,4462,installation,MAINTAINS,2025-02-26,9.0
TECH-0162,technician,1000,installation,MAINTAINS,2024-04-22,7.0
TECH-0162,technician,3947,installation,MAINTAINS,03/11/2025,8.0
TECH-0162,technician,1759,installation,MAINTAINS,2024-08-11,5.0
TECH-0162,technician,2254,installation,MAINTAINS,30/01/2024,6.0
TECH-0162,technician,2479,installation,MAINTAINS,17/12/2025,9.0
TECH-0162,technician,3147,installation,MAINTAINS,2024/08/22,7.0
TECH-0162,technician,4489,installation,MAINTAINS,2024-11-14,12.0
TECH-0162,technician,2504,installation,MAINTAINS,2025-04-08,5.0
TECH-0162,technician,1684,installation,MAINTAINS,2025/03/20,6.0
TECH-0162,technician,3098,installation,MAINTAINS,2024-05-26,8.0
TECH-0162,technician,3786,installation,MAINTAINS,11-10-2025,3.0
TECH-0162,technician,1658,installation,MAINTAINS,2024-07-02,4.0
TECH-0162,technician,840,installation,MAINTAINS,2025-10-16,11.0
TECH-0162,technician,2418,installation,MAINTAINS,2024-10-02,4.0
TECH-0162,technician,49,installation,MAINTAINS,03/06/2024,1.0
TECH-0163,technician,1540,installation,MAINTAINS,21-05-2025,10.0
TECH-0163,technician,3555,installation,MAINTAINS,2024-01-14,2.0
TECH-0163,technician,232,installation,MAINTAINS,2025/12/30,3.0
TECH-0163,technician,875,installation,MAINTAINS,18-06-2024,11.0
TECH-0163,technician,4200,installation,MAINTAINS,12/07/2025,3.0
TECH-0163,technician,2685,installation,MAINTAINS,2025/01/08,2.0
TECH-0163,technician,1984,installation,MAINTAINS,10-12-2025,5.0
TECH-0163,technician,950,installation,MAINTAINS,27/04/2024,6.0
TECH-0163,technician,2375,installation,MAINTAINS,2025/02/10,10.0
TECH-0163,technician,2828,installation,MAINTAINS,02-06-2024,6.0
TECH-0163,technician,3228,installation,MAINTAINS,28-01-2024,2.0
TECH-0163,technician,1727,installation,MAINTAINS,2025/06/26,2.0
TECH-0163,technician,688,installation,MAINTAINS,2025-04-17,3.0
TECH-0163,technician,1650,installation,MAINTAINS,2024-07-23,1.0
TECH-0163,technician,1400,installation,MAINTAINS,2024/11/05,11.0
TECH-0163,technician,2637,installation,MAINTAINS,2025/05/12,1.0
TECH-0163,technician,4410,installation,MAINTAINS,11-12-2024,9.0
TECH-0163,technician,4325,installation,MAINTAINS,2024-07-15,12.0
TECH-0163,technician,3275,installation,MAINTAINS,18/07/2025,9.0
TECH-0163,technician,1482,installation,MAINTAINS,21-12-2024,7.0
TECH-0163,technician,2754,installation,MAINTAINS,2024/09/12,11.0
TECH-0163,technician,4721,installation,MAINTAINS,05/10/2024,12.0
TECH-0163,technician,165,installation,MAINTAINS,30-11-2025,11.0
TECH-0163,technician,1604,installation,MAINTAINS,2024-05-18,5.0
TECH-0163,technician,3537,installation,MAINTAINS,2024/05/19,12.0
TECH-0163,technician,193,installation,MAINTAINS,2025/12/18,6.0
TECH-0163,technician,3526,installation,MAINTAINS,01/03/2025,7.0
TECH-0163,technician,749,installation,MAINTAINS,12/02/2025,12.0
TECH-0163,technician,3229,installation,MAINTAINS,2024/02/12,8.0
TECH-0163,technician,139,installation,MAINTAINS,13-12-2024,5.0
TECH-0163,technician,4140,installation,MAINTAINS,2024/07/20,3.0
TECH-0163,technician,767,installation,MAINTAINS,2024/07/20,5.0
TECH-0163,technician,900,installation,MAINTAINS,2025-03-23,9.0
TECH-0163,technician,4174,installation,MAINTAINS,17-08-2025,9.0
TECH-0163,technician,2080,installation,MAINTAINS,2024-11-28,11.0
TECH-0163,technician,2998,installation,MAINTAINS,2024/10/21,1.0
TECH-0163,technician,706,installation,MAINTAINS,2024/11/13,10.0
TECH-0163,technician,3775,installation,MAINTAINS,2024/11/27,6.0
TECH-0163,technician,3044,installation,MAINTAINS,2024/08/07,6.0
TECH-0163,technician,325,installation,MAINTAINS,2024/12/05,6.0
TECH-0164,technician,2086,installation,MAINTAINS,2025/02/08,12.0
TECH-0164,technician,3873,installation,MAINTAINS,17-04-2025,11.0
TECH-0164,technician,2466,installation,MAINTAINS,30/08/2024,7.0
TECH-0164,technician,1190,installation,MAINTAINS,2024/01/30,9.0
TECH-0164,technician,249,installation,MAINTAINS,09/10/2025,9.0
TECH-0164,technician,611,installation,MAINTAINS,2025-06-04,12.0
TECH-0164,technician,3101,installation,MAINTAINS,2025/04/21,3.0
TECH-0164,technician,888,installation,MAINTAINS,2025-12-16,2.0
TECH-0164,technician,2302,installation,MAINTAINS,29/11/2025,4.0
TECH-0164,technician,1319,installation,MAINTAINS,2025/10/07,6.0
TECH-0164,technician,3249,installation,MAINTAINS,2025-08-29,12.0
TECH-0164,technician,577,installation,MAINTAINS,2025-02-18,10.0
TECH-0164,technician,1827,installation,MAINTAINS,2024-02-12,4.0
TECH-0164,technician,3872,installation,MAINTAINS,04-12-2025,7.0
TECH-0164,technician,1420,installation,MAINTAINS,22-04-2024,5.0
TECH-0164,technician,2923,installation,MAINTAINS,18/01/2024,4.0
TECH-0164,technician,439,installation,MAINTAINS,2024/01/28,10.0
TECH-0164,technician,980,installation,MAINTAINS,2024/08/11,5.0
TECH-0164,technician,1337,installation,MAINTAINS,2025-06-25,5.0
TECH-0164,technician,4104,installation,MAINTAINS,2025/04/24,7.0
TECH-0164,technician,3631,installation,MAINTAINS,2025/10/03,7.0
TECH-0164,technician,4350,installation,MAINTAINS,2025-05-06,4.0
TECH-0164,technician,298,installation,MAINTAINS,04/05/2024,1.0
TECH-0164,technician,145,installation,MAINTAINS,2024/07/19,2.0
TECH-0164,technician,4503,installation,MAINTAINS,18/08/2024,3.0
TECH-0164,technician,296,installation,MAINTAINS,24/02/2024,10.0
TECH-0164,technician,2881,installation,MAINTAINS,2025/06/21,10.0
TECH-0164,technician,3093,installation,MAINTAINS,2025-02-21,11.0
TECH-0164,technician,1118,installation,MAINTAINS,23/12/2025,5.0
TECH-0164,technician,772,installation,MAINTAINS,2024-12-08,8.0
TECH-0164,technician,4254,installation,MAINTAINS,2025/06/24,8.0
TECH-0164,technician,2106,installation,MAINTAINS,22-06-2025,11.0
TECH-0164,technician,319,installation,MAINTAINS,22-06-2024,2.0
TECH-0164,technician,308,installation,MAINTAINS,2025-09-30,8.0
TECH-0164,technician,667,installation,MAINTAINS,2025/02/02,1.0
TECH-0164,technician,2072,installation,MAINTAINS,31/12/2024,8.0
TECH-0164,technician,2257,installation,MAINTAINS,20/06/2024,1.0
TECH-0164,technician,621,installation,MAINTAINS,08-07-2025,1.0
TECH-0164,technician,1235,installation,MAINTAINS,30-06-2024,1.0
TECH-0165,technician,3729,installation,MAINTAINS,2025/04/29,8.0
TECH-0165,technician,3219,installation,MAINTAINS,2024/06/12,2.0
TECH-0165,technician,2713,installation,MAINTAINS,20-06-2025,7.0
TECH-0165,technician,2124,installation,MAINTAINS,2025-06-27,9.0
TECH-0165,technician,2073,installation,MAINTAINS,09/06/2025,1.0
TECH-0165,technician,282,installation,MAINTAINS,25-03-2025,6.0
TECH-0165,technician,2735,installation,MAINTAINS,18/02/2025,5.0
TECH-0165,technician,2442,installation,MAINTAINS,2025/02/08,7.0
TECH-0165,technician,952,installation,MAINTAINS,2025-04-17,6.0
TECH-0165,technician,2966,installation,MAINTAINS,2025-05-04,8.0
TECH-0165,technician,960,installation,MAINTAINS,05-12-2025,9.0
TECH-0165,technician,1986,installation,MAINTAINS,2025-10-17,4.0
TECH-0165,technician,2689,installation,MAINTAINS,2025/05/04,4.0
TECH-0165,technician,523,installation,MAINTAINS,2024-09-16,6.0
TECH-0165,technician,585,installation,MAINTAINS,13-04-2025,6.0
TECH-0165,technician,4266,installation,MAINTAINS,20-07-2024,1.0
TECH-0165,technician,3823,installation,MAINTAINS,2024-10-20,2.0
TECH-0165,technician,2263,installation,MAINTAINS,16-07-2024,6.0
TECH-0165,technician,26,installation,MAINTAINS,2025/07/26,10.0
TECH-0165,technician,3382,installation,MAINTAINS,28/08/2025,7.0
TECH-0165,technician,3708,installation,MAINTAINS,12/10/2025,12.0
TECH-0165,technician,2379,installation,MAINTAINS,2024/10/29,11.0
TECH-0165,technician,3106,installation,MAINTAINS,22/05/2025,2.0
TECH-0166,technician,3435,installation,MAINTAINS,20/04/2025,3.0
TECH-0166,technician,4086,installation,MAINTAINS,01/09/2025,11.0
TECH-0166,technician,3295,installation,MAINTAINS,20/04/2024,11.0
TECH-0166,technician,3706,installation,MAINTAINS,11/06/2024,12.0
TECH-0166,technician,4276,installation,MAINTAINS,2025-08-02,11.0
TECH-0166,technician,4009,installation,MAINTAINS,2025/07/09,12.0
TECH-0166,technician,562,installation,MAINTAINS,01/02/2024,5.0
TECH-0166,technician,595,installation,MAINTAINS,2024/09/13,1.0
TECH-0166,technician,320,installation,MAINTAINS,2024/03/21,1.0
TECH-0166,technician,3336,installation,MAINTAINS,10/01/2024,7.0
TECH-0166,technician,1940,installation,MAINTAINS,2025/01/07,6.0
TECH-0166,technician,4279,installation,MAINTAINS,21-01-2025,1.0
TECH-0166,technician,4021,installation,MAINTAINS,08/04/2025,12.0
TECH-0166,technician,2127,installation,MAINTAINS,2025-03-21,4.0
TECH-0166,technician,1575,installation,MAINTAINS,07-05-2025,5.0
TECH-0166,technician,1997,installation,MAINTAINS,2025/05/25,11.0
TECH-0166,technician,1613,installation,MAINTAINS,01/09/2024,6.0
TECH-0166,technician,179,installation,MAINTAINS,2025/12/20,6.0
TECH-0166,technician,4228,installation,MAINTAINS,2025/01/11,4.0
TECH-0166,technician,2156,installation,MAINTAINS,2024-07-12,12.0
TECH-0166,technician,2657,installation,MAINTAINS,02/03/2025,10.0
TECH-0166,technician,3186,installation,MAINTAINS,2024/11/03,6.0
TECH-0166,technician,2751,installation,MAINTAINS,2024/09/27,6.0
TECH-0166,technician,2648,installation,MAINTAINS,22/09/2024,3.0
TECH-0166,technician,2405,installation,MAINTAINS,2025/07/15,9.0
TECH-0166,technician,1933,installation,MAINTAINS,04/04/2025,1.0
TECH-0166,technician,3872,installation,MAINTAINS,2024/05/05,4.0
TECH-0167,technician,3109,installation,MAINTAINS,06-09-2024,2.0
TECH-0167,technician,3855,installation,MAINTAINS,2024/09/28,7.0
TECH-0167,technician,1926,installation,MAINTAINS,13-05-2024,8.0
TECH-0167,technician,3498,installation,MAINTAINS,25/11/2024,10.0
TECH-0167,technician,2710,installation,MAINTAINS,18/02/2024,12.0
TECH-0167,technician,970,installation,MAINTAINS,12-01-2025,6.0
TECH-0167,technician,4652,installation,MAINTAINS,05-12-2025,12.0
TECH-0167,technician,4580,installation,MAINTAINS,25-12-2024,5.0
TECH-0167,technician,4007,installation,MAINTAINS,2025-05-08,11.0
TECH-0167,technician,836,installation,MAINTAINS,27/07/2025,8.0
TECH-0167,technician,2213,installation,MAINTAINS,2024/01/13,7.0
TECH-0167,technician,276,installation,MAINTAINS,01-02-2024,8.0
TECH-0167,technician,1496,installation,MAINTAINS,2025/09/26,9.0
TECH-0167,technician,2117,installation,MAINTAINS,02/09/2024,9.0
TECH-0167,technician,1211,installation,MAINTAINS,2024-12-22,7.0
TECH-0167,technician,4062,installation,MAINTAINS,28/06/2024,5.0
TECH-0167,technician,1333,installation,MAINTAINS,13-11-2024,1.0
TECH-0167,technician,1700,installation,MAINTAINS,2024/02/18,9.0
TECH-0167,technician,658,installation,MAINTAINS,24/12/2025,12.0
TECH-0167,technician,354,installation,MAINTAINS,2024-01-16,10.0
TECH-0167,technician,722,installation,MAINTAINS,2025/02/01,1.0
TECH-0167,technician,1038,installation,MAINTAINS,2024-07-12,5.0
TECH-0167,technician,1600,installation,MAINTAINS,30/09/2024,1.0
TECH-0167,technician,4420,installation,MAINTAINS,09/02/2024,10.0
TECH-0167,technician,4490,installation,MAINTAINS,20/10/2025,7.0
